case,noalt,alt,choice,traveltime,cost,freq,male,income,cost_coverage
1182,3,Car,1,403,170,1,1,3,1
1182,3,SM,0,222,374,20,1,3,1
1182,3,Train,0,351,337,120,1,3,1
1183,3,Car,1,221,115,1,1,3,1
1183,3,SM,0,83,245,20,1,3,1
1183,3,Train,0,191,217,120,1,3,1
1184,3,Car,0,190,115,1,1,1,.5
1184,3,SM,1,63,266,30,1,1,.5
1184,3,Train,0,236,252,120,1,1,.5
1185,3,Car,1,190,128,1,1,3,.5
1185,3,SM,0,151,237,10,1,3,.5
1185,3,Train,0,299,218,30,1,3,.5
1186,3,Car,0,90,65,1,1,3,0
1186,3,SM,1,34,23,30,1,3,0
1186,3,Train,0,106,23,120,1,3,0
1187,3,Car,1,100,55,1,0,2,0
1187,3,SM,0,166,23,30,0,2,0
1187,3,Train,0,218,23,120,0,2,0
1188,3,Car,1,120,60,1,1,2,0
1188,3,SM,0,116,23,10,1,2,0
1188,3,Train,0,180,19,30,1,2,0
1189,3,Car,1,70,40,1,1,2,0
1189,3,SM,0,73,23,30,1,2,0
1189,3,Train,0,117,23,120,1,2,0
1190,3,Car,1,120,68,1,1,2,0
1190,3,SM,0,66,23,10,1,2,0
1190,3,Train,0,160,19,30,1,2,0
1191,3,Car,1,170,80,1,1,3,0
1191,3,SM,0,171,23,10,1,3,0
1191,3,Train,0,281,19,30,1,3,0
1192,3,Car,1,120,56,1,1,3,0
1192,3,SM,0,100,16,10,1,3,0
1192,3,Train,0,178,13,30,1,3,0
